u,v,key,osmid,highway,lanes,maxspeed,oneway,ref,reversed,length,geometry,name,bridge,access,tunnel,junction
83973933,83992735,0,10174903,residential,,,FALSE,,FALSE,904.9647831,"LINESTRING (-73.4296367 41.4066613, -73.4298427 41.4067578, -73.4300573 41.406996, -73.4305435 41.407693, -73.4307354 41.4079681, -73.4307749 41.4080519, -73.4311302 41.4088049, -73.4314116 41.4096307, -73.431525 41.4099637, -73.4316267 41.4102991, -73.4317287 41.4106353, -73.4317471 41.4106961, -73.4317544 41.4107687, -73.4317299 41.4108391, -73.4316596 41.4108873, -73.4315565 41.410914, -73.4298342 41.4112833, -73.4293614 41.4113719, -73.4289758 41.4114442, -73.4282988 41.4115053, -73.4275001 41.4115773, -73.4273787 41.4115704, -73.4272974 41.4115531, -73.4272283 41.4115384, -73.4270962 41.4114957)",Morgan Avenue,,,,
83973938,83998691,0,10177533,residential,,,FALSE,,TRUE,158.576277,"LINESTRING (-73.4251674 41.4130302, -73.4252422 41.4130662, -73.4253228 41.4130969, -73.4253863 41.4131116, -73.4254239 41.4131203, -73.4255222 41.4131242, -73.4256209 41.4131182, -73.4257241 41.4131043, -73.4258232 41.4130778, -73.4264179 41.412879, -73.4269274 41.4127086)",Swanson Avenue,,,,
83973938,83920252,0,660071368,primary,4,,FALSE,,FALSE,549.1610895,"LINESTRING (-73.4251674 41.4130302, -73.4247599 41.4134331, -73.4246467 41.413545, -73.4243482 41.4138401, -73.4239223 41.4142612, -73.423344 41.4148276, -73.4221953 41.4159337, -73.4211457 41.4169409)",Federal Road,,,,
83973938,83973933,0,"[660071368, 186741429, 10172414]",primary,4,,FALSE,,TRUE,813.6430005,"LINESTRING (-73.4251674 41.4130302, -73.42558 41.412632, -73.4270427 41.4112198, -73.4271885 41.4110786, -73.4272817 41.410982, -73.4275339 41.4107168, -73.4278944 41.4102469, -73.4282314 41.4097457, -73.429199 41.4082449, -73.4293707 41.407923, -73.4294908 41.4076269, -73.4295852 41.4072793, -73.4296282 41.4069703, -73.4296298 41.4069111, -73.4296367 41.4066613)",Federal Road,yes,,,
83973946,8770672952,0,10178298,secondary,6,40 mph,FALSE,,TRUE,80.93988233,"LINESTRING (-73.4197725 41.4205611, -73.4188571 41.4208033)",White Turkey Road Extension,,,,
83973946,8770672958,0,1025377697,primary,4,35 mph,FALSE,,FALSE,47.45623697,"LINESTRING (-73.4197725 41.4205611, -73.4198047 41.4209872)",Federal Road,,,,
83973946,11358758881,0,1224845732,primary,,35 mph,FALSE,,TRUE,93.86031711,"LINESTRING (-73.4197725 41.4205611, -73.4197594 41.4201843, -73.4197554 41.420071, -73.4197508 41.419965, -73.4197462 41.41986, -73.419745 41.4198324, -73.419743 41.4197173)",Federal Road,,,,
83973951,83973110,0,10182353,residential,,,FALSE,,FALSE,230.5588922,"LINESTRING (-73.4198649 41.4225711, -73.4199514 41.4225682, -73.420025 41.4225565, -73.4200712 41.4225364, -73.4200869 41.4225296, -73.4201236 41.4224908, -73.4201294 41.4224846, -73.4202178 41.4223212, -73.4202756 41.422233, -73.4203479 41.4221564, -73.4204299 41.4220883, -73.420527 41.4220248, -73.4206663 41.4219474, -73.4206801 41.4219397, -73.4219523 41.421309)",Old Brookfield Road,,,,
83973951,83973952,0,186740955,secondary,4,35 mph,FALSE,,FALSE,117.4329567,"LINESTRING (-73.4198649 41.4225711, -73.4198738 41.4227727, -73.4198838 41.4230014, -73.4199123 41.4236266)",Federal Road,,,,
83973951,1974847270,0,186740955,secondary,4,35 mph,FALSE,,TRUE,17.51901253,"LINESTRING (-73.4198649 41.4225711, -73.4198623 41.4224952, -73.4198595 41.4224136)",Federal Road,,,,
83973952,83951627,0,"[10179772, 10173767]",residential,,,FALSE,,TRUE,845.77115,"LINESTRING (-73.4199123 41.4236266, -73.4200575 41.4236252, -73.420697 41.423619, -73.4210033 41.4236136, -73.4216359 41.4236025, -73.4217696 41.4236002, -73.4223017 41.4236195, -73.422316 41.42362, -73.4226879 41.4236324, -73.422851 41.4236453, -73.4229368 41.4237289, -73.4229969 41.4239477, -73.4230229 41.4241849, -73.4230494 41.4243158, -73.4230573 41.4246226, -73.4230444 41.4247899, -73.4230954 41.4249877, -73.4232 41.4251853, -73.4232621 41.4254297, -73.4232697 41.425495, -73.4232724 41.4255553, -73.4232456 41.4256217, -73.4232268 41.425682, -73.4232026 41.4257404, -73.4231758 41.425853, -73.4231597 41.4260903, -73.4233123 41.42651, -73.4235143 41.4267906, -73.4236548 41.4269007, -73.4238493 41.4270111, -73.424048 41.4271409, -73.4241607 41.4272102, -73.4244635 41.4273965, -73.4246283 41.427523, -73.4246447 41.4275357, -73.4248343 41.4276812, -73.4248431 41.4276875, -73.4249804 41.4277854, -73.4253006 41.4280137, -73.4256136 41.4282369)","['Golfview Drive', 'Valleyview Road']",,,,
83973952,83961881,0,"[186740955, 660510083]",secondary,"['4', '2']",35 mph,FALSE,,FALSE,294.5645492,"LINESTRING (-73.4199123 41.4236266, -73.419928 41.4239889, -73.4199289 41.4240091, -73.4199291 41.4241334, -73.4199292 41.4242061, -73.4199258 41.4243782, -73.4199208 41.4244492, -73.4199124 41.4245687, -73.4198894 41.4247224, -73.4198877 41.4247337, -73.4198543 41.4249012, -73.4198051 41.4250739, -73.4197444 41.4252428, -73.4196813 41.4254002, -73.4196088 41.4255503, -73.4195213 41.4257129, -73.4194252 41.4258687, -73.4193104 41.4260313, -73.4192464 41.4261169, -73.4192031 41.4261749)",Federal Road,,,,
83973952,83973951,0,186740955,secondary,4,35 mph,FALSE,,TRUE,117.4329567,"LINESTRING (-73.4199123 41.4236266, -73.4198838 41.4230014, -73.4198738 41.4227727, -73.4198649 41.4225711)",Federal Road,,,,
83974010,3459465519,0,10172417,residential,,,FALSE,,FALSE,66.30357769,"LINESTRING (-73.5144762 41.3976942, -73.5147571 41.3976444, -73.5152613 41.3976102)",Canterbury Court,,,,
83974010,84037118,0,10182301,secondary,,,FALSE,,FALSE,173.257616,"LINESTRING (-73.5144762 41.3976942, -73.5145593 41.3978929, -73.5146445 41.3980976, -73.5147015 41.3982641, -73.5147095 41.3983004, -73.5147109 41.3983315, -73.5147102 41.3983642, -73.5147082 41.3983889, -73.5147015 41.398416, -73.5146928 41.3984442, -73.5146807 41.3984734, -73.514666 41.398497, -73.5146472 41.3985252, -73.5146298 41.3985458, -73.514607 41.3985745, -73.5145868 41.3985971, -73.5145587 41.3986263, -73.5145278 41.3986545, -73.5143897 41.3987812, -73.5141932 41.3989543, -73.5140653 41.399063)",Aunt Hack Road,,,,
83974010,84037110,0,10182301,secondary,,,FALSE,,TRUE,332.2973563,"LINESTRING (-73.5144762 41.3976942, -73.5144648 41.3976646, -73.5144138 41.3975368, -73.5143843 41.39746, -73.5143702 41.3974175, -73.5143543 41.3973697, -73.514341 41.3973206, -73.5143304 41.3972728, -73.5143215 41.3972117, -73.5143144 41.3971334, -73.5143118 41.3969389, -73.5143082 41.3968819, -73.5143047 41.3968069, -73.5142959 41.3967405, -73.5142817 41.3966721, -73.5142669 41.3966071, -73.5142029 41.3963068, -73.5141815 41.3962338, -73.5141755 41.3962135, -73.514141 41.3961033, -73.5141318 41.3960734, -73.5141056 41.3959885, -73.5140817 41.3959234, -73.5140587 41.395867, -73.5140393 41.3958212, -73.5140145 41.3957761, -73.5139756 41.3957157, -73.5139419 41.3956712, -73.5139012 41.3956075, -73.5138738 41.395571, -73.5138526 41.3955371, -73.5138366 41.3955013, -73.5138216 41.3954628, -73.5138066 41.3954143, -73.5137841 41.3953201, -73.5137092 41.3949842, -73.5136942 41.3948933, -73.5136703 41.3947884)",Aunt Hack Road,,,,
83974057,334387226,0,10172424,residential,,,FALSE,,FALSE,95.60440474,"LINESTRING (-73.500826 41.3801734, -73.5007829 41.3798729, -73.5007752 41.3798162, -73.5007567 41.3797538, -73.5006627 41.3795203, -73.5006532 41.3794961, -73.5005903 41.3793354)",Kenmere Boulevard,,,,
83974057,83969798,0,10172424,residential,,,FALSE,,TRUE,119.0764707,"LINESTRING (-73.500826 41.3801734, -73.500883 41.3803329, -73.5009015 41.3804023, -73.5009077 41.3804566, -73.5008984 41.3805052, -73.5008799 41.3805595, -73.5008553 41.3806104, -73.5008291 41.3806473, -73.5007798 41.3807005, -73.5007274 41.380741, -73.5006689 41.3807745, -73.5005903 41.3807976, -73.500428 41.3808326, -73.5001528 41.3808843)",Kenmere Boulevard,,,,
83974057,334386725,0,10177818,residential,,,FALSE,,FALSE,221.7829092,"LINESTRING (-73.500826 41.3801734, -73.5004332 41.380148, -73.5003146 41.3801364, -73.5002191 41.380126, -73.499894 41.3800879, -73.4996984 41.3800544, -73.4994667 41.3800083, -73.4982565 41.3796991)",Blueberry Lane,,,,
83974725,83974727,0,10172498,residential,,,FALSE,,FALSE,117.1170143,"LINESTRING (-73.4973474 41.4204582, -73.4971828 41.4215042)",Harvest Hill Road,,,,
83974725,83949889,0,10173056,residential,2,,FALSE,,FALSE,219.1470182,"LINESTRING (-73.4973474 41.4204582, -73.497709 41.420593, -73.4980934 41.4206945, -73.4983032 41.4207499, -73.4989314 41.4208883, -73.499084 41.420909, -73.4992263 41.4209187, -73.4997242 41.4209353, -73.499861 41.4209674)",South King Street,,,,
83974725,83978743,0,10173056,residential,2,,FALSE,,TRUE,140.4054758,"LINESTRING (-73.4973474 41.4204582, -73.4971885 41.4202977, -73.4971163 41.4201762, -73.4970414 41.4199817, -73.4969704 41.4198312, -73.4968903 41.4197353, -73.4968031 41.4196676, -73.496664 41.4196061, -73.4965034 41.4195834, -73.496348 41.4195909)",South King Street,,,,
83974727,83974725,0,10172498,residential,,,FALSE,,TRUE,117.1170143,"LINESTRING (-73.4971828 41.4215042, -73.4973474 41.4204582)",Harvest Hill Road,,,,
83974727,84019004,0,10181686,residential,,,FALSE,,FALSE,158.4838474,"LINESTRING (-73.4971828 41.4215042, -73.4954252 41.4220468)",Abigail Road,,,,
83974727,83974729,0,10172498,residential,,,FALSE,,FALSE,304.7894255,"LINESTRING (-73.4971828 41.4215042, -73.4975012 41.4222348, -73.4978489 41.4229563, -73.4980175 41.4232661, -73.498444 41.4239248, -73.498464 41.4240624)",Harvest Hill Road,,,,
83974729,83974727,0,10172498,residential,,,FALSE,,TRUE,304.7894255,"LINESTRING (-73.498464 41.4240624, -73.498444 41.4239248, -73.4980175 41.4232661, -73.4978489 41.4229563, -73.4975012 41.4222348, -73.4971828 41.4215042)",Harvest Hill Road,,,,
83974920,83974921,0,10172516,residential,,,FALSE,,FALSE,163.7463334,"LINESTRING (-73.4276662 41.4398241, -73.4258423 41.440371)",Bayberry Lane,,,,
83974920,83928124,0,10178890,residential,,,FALSE,,TRUE,55.74663484,"LINESTRING (-73.4276662 41.4398241, -73.4279569 41.4402756)",Candlewood Park,,,,
83974920,83934243,0,"[10178890, 10177718]",residential,,,FALSE,,FALSE,126.0306882,"LINESTRING (-73.4276662 41.4398241, -73.4274154 41.4393274, -73.426694 41.4395926)","['Tumbell Brook Lane', 'Candlewood Park']",,,,
83974921,83974920,0,10172516,residential,,,FALSE,,TRUE,163.7463334,"LINESTRING (-73.4258423 41.440371, -73.4276662 41.4398241)",Bayberry Lane,,,,
83975259,83975265,0,10172560,residential,,,FALSE,,FALSE,270.0084513,"LINESTRING (-73.4253165 41.3976207, -73.4254131 41.3974525, -73.4255011 41.3972495, -73.4254836 41.3969942, -73.4253573 41.396758, -73.425183 41.3965268, -73.4251162 41.3964532, -73.4250145 41.3964395, -73.4249485 41.3964831, -73.4248252 41.3966306, -73.424632 41.3968324, -73.4244475 41.3969952, -73.424197 41.3970612, -73.4239508 41.3970962)",Topstone Drive,,,,
83975259,83975288,0,10172565,residential,,,FALSE,,TRUE,284.8440476,"LINESTRING (-73.4253165 41.3976207, -73.4254611 41.3976354, -73.4255995 41.3976256, -73.4257556 41.3975431, -73.4259098 41.3974616, -73.4260772 41.3974045, -73.4262204 41.397434, -73.4263192 41.3975034, -73.4262993 41.3976417, -73.4261773 41.3980024, -73.4260855 41.3982421, -73.4259474 41.3988976, -73.4258927 41.3991827)",Topstone Drive,,,,
83975259,83998419,0,10187039,residential,,,FALSE,,FALSE,334.8912799,"LINESTRING (-73.4253165 41.3976207, -73.4251443 41.3977853, -73.4249443 41.3979354, -73.4246999 41.3980374, -73.4244826 41.3981127, -73.4241661 41.3981563, -73.423826 41.3981225, -73.4235125 41.3980564, -73.4225834 41.3978374, -73.4223967 41.397827, -73.4222717 41.3978572, -73.4219303 41.3979517, -73.421661 41.3980266)",Valley View Drive,,,,
83975265,83942833,0,10184744,residential,,,FALSE,,FALSE,86.56601134,"LINESTRING (-73.4239508 41.3970962, -73.423708 41.3963393)",Westview Drive,,,,
83975265,83942841,0,10172560,residential,,,FALSE,,FALSE,411.6497966,"LINESTRING (-73.4239508 41.3970962, -73.4235838 41.3971228, -73.4230713 41.3971133, -73.4222454 41.3970598, -73.422067 41.3970379, -73.4219233 41.3969745, -73.4218334 41.3968318, -73.4211803 41.3956743, -73.4208391 41.3949761)",Topstone Drive,,,,
83975265,83975259,0,10172560,residential,,,FALSE,,TRUE,270.0084513,"LINESTRING (-73.4239508 41.3970962, -73.424197 41.3970612, -73.4244475 41.3969952, -73.424632 41.3968324, -73.4248252 41.3966306, -73.4249485 41.3964831, -73.4250145 41.3964395, -73.4251162 41.3964532, -73.425183 41.3965268, -73.4253573 41.396758, -73.4254836 41.3969942, -73.4255011 41.3972495, -73.4254131 41.3974525, -73.4253165 41.3976207)",Topstone Drive,,,,
83975269,84033455,0,30294741,tertiary,,,FALSE,,FALSE,91.62916823,"LINESTRING (-73.4196428 41.3943492, -73.4191289 41.3950775)",Shelter Rock Road,,,,
83975269,83942841,0,10172560,residential,,,FALSE,,TRUE,121.7283682,"LINESTRING (-73.4196428 41.3943492, -73.4202488 41.3946628, -73.4208391 41.3949761)",Topstone Drive,,,,
83975269,2963634509,0,30294741,tertiary,,,FALSE,,TRUE,82.20095238,"LINESTRING (-73.4196428 41.3943492, -73.4198629 41.3940009, -73.4199375 41.3938261, -73.41997 41.3936576)",Shelter Rock Road,,,,
83975288,83985391,0,10186071,residential,,,FALSE,,TRUE,35.80599594,"LINESTRING (-73.4258927 41.3991827, -73.426317 41.3992316)",Woodside Avenue,,,,
83975288,83975259,0,10172565,residential,,,FALSE,,FALSE,284.8440476,"LINESTRING (-73.4258927 41.3991827, -73.4259474 41.3988976, -73.4260855 41.3982421, -73.4261773 41.3980024, -73.4262993 41.3976417, -73.4263192 41.3975034, -73.4262204 41.397434, -73.4260772 41.3974045, -73.4259098 41.3974616, -73.4257556 41.3975431, -73.4255995 41.3976256, -73.4254611 41.3976354, -73.4253165 41.3976207)",Topstone Drive,,,,
83975288,84062869,0,10186071,residential,,,FALSE,,FALSE,303.2239648,"LINESTRING (-73.4258927 41.3991827, -73.4229632 41.3988986, -73.4226877 41.3988865, -73.4223296 41.3990292)",Woodside Avenue,,,,
83975331,83975331,0,10172571,residential,,,FALSE,,FALSE,188.658687,"LINESTRING (-73.5087078 41.4340104, -73.5086653 41.4339506, -73.508555 41.4338608, -73.5083087 41.4337165, -73.5081375 41.433666, -73.5080385 41.4336694, -73.5079481 41.4336838, -73.5078528 41.4337688, -73.5078331 41.4338583, -73.5078533 41.4339567, -73.5079038 41.433998, -73.5079424 41.4340296, -73.50807 41.4340753, -73.5083024 41.4340729, -73.5086441 41.4340243, -73.5087078 41.4340104)",Delno Drive,,,,
83975331,83975331,1,10172571,residential,,,FALSE,,TRUE,188.658687,"LINESTRING (-73.5087078 41.4340104, -73.5086441 41.4340243, -73.5083024 41.4340729, -73.50807 41.4340753, -73.5079424 41.4340296, -73.5079038 41.433998, -73.5078533 41.4339567, -73.5078331 41.4338583, -73.5078528 41.4337688, -73.5079481 41.4336838, -73.5080385 41.4336694, -73.5081375 41.433666, -73.5083087 41.4337165, -73.508555 41.4338608, -73.5086653 41.4339506, -73.5087078 41.4340104)",Delno Drive,,,,
83975331,83975337,0,10172572,residential,,,FALSE,,TRUE,334.2145271,"LINESTRING (-73.5087078 41.4340104, -73.509428 41.4339242, -73.5098093 41.4338404, -73.5099366 41.4337912, -73.5101663 41.4336735, -73.5104084 41.4334865, -73.5105874 41.4332742, -73.5107018 41.4329949, -73.5108374 41.4319588)",Delno Drive,,,,
83975337,83975331,0,10172572,residential,,,FALSE,,FALSE,334.2145271,"LINESTRING (-73.5108374 41.4319588, -73.5107018 41.4329949, -73.5105874 41.4332742, -73.5104084 41.4334865, -73.5101663 41.4336735, -73.5099366 41.4337912, -73.5098093 41.4338404, -73.509428 41.4339242, -73.5087078 41.4340104)",Delno Drive,,,,
83975337,83969012,0,10184733,residential,,,FALSE,,FALSE,180.7317052,"LINESTRING (-73.5108374 41.4319588, -73.5113723 41.4319849, -73.5115635 41.4319921, -73.5122241 41.4320161, -73.5130025 41.4319924)",King Street,,,,
83975337,83978755,0,10184733,residential,,,FALSE,,TRUE,236.0063446,"LINESTRING (-73.5108374 41.4319588, -73.510399 41.4319347, -73.5100016 41.4319142, -73.5095895 41.4318906, -73.5087703 41.4318514, -73.5085757 41.4318613, -73.5080182 41.4319242)",King Street,,,,
83975380,854552857,0,10172578,residential,,,FALSE,,FALSE,355.5925338,"LINESTRING (-73.503478 41.3983298, -73.5033732 41.398355, -73.5032051 41.398383, -73.5013741 41.3986201, -73.5008338 41.3986947, -73.5007332 41.3987058, -73.5006152 41.3987199, -73.5005066 41.3987299, -73.500414 41.398737, -73.500343 41.398737, -73.5002705 41.398738, -73.5001834 41.3987349, -73.5000761 41.3987249, -73.5000141 41.3987146, -73.4999728 41.3987078, -73.4998843 41.3986877, -73.4998012 41.3986565, -73.4997274 41.3986333, -73.4996536 41.3986001, -73.4995906 41.39857, -73.4995142 41.3985247, -73.4994985 41.3985047, -73.4994861 41.3984834, -73.4994659 41.3983949)",Devonshire Drive,,,,
83975380,84013389,0,10178381,residential,,,FALSE,,FALSE,208.0371362,"LINESTRING (-73.503478 41.3983298, -73.5035081 41.3983893, -73.503562 41.3984875, -73.5036341 41.3986239, -73.5036791 41.3987088, -73.5037897 41.3989037, -73.5038655 41.3990272, -73.503995 41.399246, -73.5041552 41.3995175, -73.5042463 41.3996808, -73.5043551 41.3998759, -73.5043967 41.3999502, -73.5044286 41.3999927, -73.5044516 41.4000179, -73.5044799 41.4000398)",Driftway Road,,,,
83975380,83983732,0,10178381,residential,,,FALSE,,TRUE,190.384722,"LINESTRING (-73.503478 41.3983298, -73.5034334 41.3982448, -73.5034079 41.3981859, -73.5033748 41.3981114, -73.5033455 41.3980345, -73.5032993 41.3979086, -73.5032227 41.3976808, -73.5031164 41.3973648, -73.5030064 41.3970378, -73.5029782 41.3969634, -73.5029576 41.3969124, -73.5029143 41.3968237, -73.5028914 41.3967799, -73.5028589 41.3967284, -73.5028325 41.3966907)",Driftway Road,,,,
83975885,83970679,0,10176401,tertiary,,,FALSE,,TRUE,259.267488,"LINESTRING (-73.4312805 41.4300414, -73.4315617 41.4298219, -73.4318741 41.4295922, -73.4322674 41.4293351, -73.4323595 41.4292811, -73.4324925 41.4292049, -73.4326714 41.4291213, -73.4327945 41.4290704, -73.4331024 41.4289632, -73.4338022 41.4287235)",Hawley Road,,,,
83975885,7018493371,0,1025377694,tertiary,,,FALSE,,FALSE,196.1534473,"LINESTRING (-73.4312805 41.4300414, -73.4304215 41.429399, -73.4299119 41.4289779, -73.4297582 41.4288176, -73.4297229 41.4287333)",Stadley Rough Road,,,,
83975885,83975891,0,1025377700,tertiary,,,FALSE,,FALSE,570.8688612,"LINESTRING (-73.4312805 41.4300414, -73.431065 41.4302634, -73.4309721 41.4303591, -73.430148 41.4311314, -73.4299724 41.4313442, -73.4299156 41.4315888, -73.4299957 41.4323408, -73.4300182 41.4325154, -73.4301065 41.4332336, -73.4301719 41.4336081, -73.4302339 41.43379, -73.4302447 41.4338219, -73.4303499 41.4339501, -73.4304525 41.4340501, -73.4307322 41.434352, -73.4308789 41.4345742, -73.430955 41.4346704)",Stadley Rough Road,,,,
83975891,84020382,0,10180036,residential,,,FALSE,,FALSE,411.0561332,"LINESTRING (-73.430955 41.4346704, -73.432762 41.4343294, -73.4332971 41.4342369, -73.4336502 41.4341493, -73.4338524 41.4340909, -73.435551 41.4334044)",Indian Spring Road,,,,
83975891,83975893,0,1025377700,tertiary,,,FALSE,,FALSE,220.337498,"LINESTRING (-73.430955 41.4346704, -73.4312714 41.4353121, -73.4318715 41.436529)",Stadley Rough Road,,,,
83975891,83975885,0,1025377700,tertiary,,,FALSE,,TRUE,570.8688612,"LINESTRING (-73.430955 41.4346704, -73.4308789 41.4345742, -73.4307322 41.434352, -73.4304525 41.4340501, -73.4303499 41.4339501, -73.4302447 41.4338219, -73.4302339 41.43379, -73.4301719 41.4336081, -73.4301065 41.4332336, -73.4300182 41.4325154, -73.4299957 41.4323408, -73.4299156 41.4315888, -73.4299724 41.4313442, -73.430148 41.4311314, -73.4309721 41.4303591, -73.431065 41.4302634, -73.4312805 41.4300414)",Stadley Rough Road,,,,
83975893,83945982,0,10179330,residential,,,FALSE,,FALSE,475.2207246,"LINESTRING (-73.4318715 41.436529, -73.430745 41.4368024, -73.4304982 41.436714, -73.4295863 41.4350088, -73.4286232 41.4341006, -73.4285666 41.4340472, -73.4284697 41.4339575)",Karen Road,,,,
83975893,83918980,0,1025377700,tertiary,,,FALSE,,FALSE,181.5248151,"LINESTRING (-73.4318715 41.436529, -73.4321222 41.4370091, -73.4326655 41.4380491)",Stadley Rough Road,,,,
83975893,83975891,0,1025377700,tertiary,,,FALSE,,TRUE,220.337498,"LINESTRING (-73.4318715 41.436529, -73.4312714 41.4353121, -73.430955 41.4346704)",Stadley Rough Road,,,,
83975897,83975899,0,1025377700,tertiary,,,FALSE,,FALSE,95.4605006,"LINESTRING (-73.4322574 41.4410202, -73.4318268 41.4418157)",Stadley Rough Road,,,,
83975897,83989382,0,10183022,residential,,,FALSE,,FALSE,114.7140795,"LINESTRING (-73.4322574 41.4410202, -73.4315819 41.440832, -73.4309703 41.4406551)",Lily Drive,,,,
83975897,83918980,0,1025377700,tertiary,,,FALSE,,TRUE,346.2373226,"LINESTRING (-73.4322574 41.4410202, -73.4327112 41.4400975, -73.4328731 41.4397684, -73.4330225 41.4394647, -73.4330447 41.4391677, -73.4329761 41.4387735, -73.4329399 41.4386891, -73.4326655 41.4380491)",Stadley Rough Road,,,,
83975899,83975897,0,1025377700,tertiary,,,FALSE,,TRUE,95.4605006,"LINESTRING (-73.4318268 41.4418157, -73.4322574 41.4410202)",Stadley Rough Road,,,,
83975899,83975903,0,10172656,residential,,,FALSE,,FALSE,403.1101908,"LINESTRING (-73.4318268 41.4418157, -73.4318431 41.4419704, -73.4319271 41.4421692, -73.4323672 41.4429984, -73.4328815 41.4440104, -73.4331161 41.4443627, -73.4337611 41.4451128)",Stadley Rough Road,,,,
83975899,84034185,0,10182736,tertiary,,,FALSE,,FALSE,85.46229741,"LINESTRING (-73.4318268 41.4418157, -73.4315921 41.4419435, -73.4313583 41.4421034, -73.4310635 41.4423263)",Forty Acre Mountain Road,,,,
83975903,83975905,0,10172656,residential,,,FALSE,,FALSE,103.7782648,"LINESTRING (-73.4337611 41.4451128, -73.4343817 41.4459219)",Stadley Rough Road,,,,
83975903,83975899,0,10172656,residential,,,FALSE,,TRUE,403.1101908,"LINESTRING (-73.4337611 41.4451128, -73.4331161 41.4443627, -73.4328815 41.4440104, -73.4323672 41.4429984, -73.4319271 41.4421692, -73.4318431 41.4419704, -73.4318268 41.4418157)",Stadley Rough Road,,,,
83975903,83991721,0,10174722,residential,,,FALSE,,TRUE,210.6552693,"LINESTRING (-73.4337611 41.4451128, -73.4341806 41.4449357, -73.4344222 41.4448671, -73.4355393 41.4447642, -73.4361934 41.4446877)",Ervie Drive,,,,
83975905,83975903,0,10172656,residential,,,FALSE,,TRUE,103.7782648,"LINESTRING (-73.4343817 41.4459219, -73.4337611 41.4451128)",Stadley Rough Road,,,,
83975905,84034190,0,10184047,residential,,,FALSE,,FALSE,78.54559584,"LINESTRING (-73.4343817 41.4459219, -73.4337294 41.4464317)",Pleasant View Drive,,,,
83975905,83929374,0,10172656,residential,,,FALSE,,FALSE,237.5265629,"LINESTRING (-73.4343817 41.4459219, -73.4347506 41.4464637, -73.4348624 41.4466279, -73.4353118 41.4473942, -73.4354506 41.4476309, -73.4355837 41.4478578)",Stadley Rough Road,,,,
83975911,83924664,0,10172656,residential,,,FALSE,,FALSE,258.014214,"LINESTRING (-73.4359789 41.4485578, -73.4362262 41.4490391, -73.4367345 41.4500283, -73.4368052 41.4501393, -73.4369284 41.4503329, -73.4371789 41.4506941)",Stadley Rough Road,,,,
83975911,83929374,0,10172656,residential,,,FALSE,,TRUE,84.51982403,"LINESTRING (-73.4359789 41.4485578, -73.4357876 41.4482229, -73.4355837 41.4478578)",Stadley Rough Road,,,,
83975911,83979035,0,10173080,residential,,,FALSE,,FALSE,67.44916045,"LINESTRING (-73.4359789 41.4485578, -73.4356461 41.4486876, -73.4352842 41.4488673)",Bayview Drive,,,,
83975915,6679637103,0,10172656,residential,,,FALSE,,TRUE,50.05812152,"LINESTRING (-73.4375516 41.4511125, -73.4372155 41.4507394)",Stadley Rough Road,,,,
83975915,83935041,0,10172656,residential,,,FALSE,,FALSE,402.0776052,"LINESTRING (-73.4375516 41.4511125, -73.4383517 41.4519532, -73.4388049 41.4523888, -73.4391974 41.4526713, -73.4398321 41.4530025, -73.4402855 41.4531905, -73.4410723 41.4534757)",Stadley Rough Road,,,,
83975915,1799635942,0,10176538,residential,,,FALSE,,FALSE,177.1001668,"LINESTRING (-73.4375516 41.4511125, -73.4375217 41.4511908, -73.4377082 41.4515888, -73.438144 41.4526281)",Old Stadley Rough Road,,,,
83975919,83935041,0,10172656,residential,,,FALSE,,TRUE,67.11262463,"LINESTRING (-73.4418172 41.4536945, -73.4417048 41.4536869, -73.4410723 41.4534757)",Stadley Rough Road,,,,
83975919,83998217,0,10175803,residential,,,FALSE,,TRUE,498.9814594,"LINESTRING (-73.4418172 41.4536945, -73.442 41.4536239, -73.4421021 41.4535364, -73.4421667 41.45341, -73.4421716 41.4531674, -73.4421321 41.4527318, -73.4421242 41.4526451, -73.4421385 41.4524778, -73.4421614 41.4524088, -73.4422012 41.4522889, -73.4422269 41.4522115, -73.4422705 41.45208, -73.4424848 41.4512356, -73.442539 41.4510222, -73.4425981 41.4508645, -73.4426209 41.4508064, -73.4426249 41.4507957, -73.4426569 41.450742, -73.4426989 41.4506713, -73.4427229 41.4506309, -73.4429708 41.450214, -73.4430147 41.4501401, -73.4431469 41.4499177, -73.4432689 41.4497819, -73.4432923 41.4497558, -73.4435515 41.4495692)",Great Plain Road,,,,
83975919,83936280,0,10183030,residential,,,FALSE,,FALSE,106.9846282,"LINESTRING (-73.4418172 41.4536945, -73.4417242 41.4540022, -73.4417378 41.4540837, -73.4418014 41.4541884, -73.441843 41.4542809, -73.4418641 41.4543278, -73.4418446 41.454478, -73.4418041 41.454572, -73.4417801 41.4546215)",Old Neversink Road,,,,
83975930,1284295725,0,10175801,secondary,4,,FALSE,,TRUE,45.41319877,"LINESTRING (-73.4353651 41.4181583, -73.4354798 41.4179602, -73.4354885 41.417944, -73.4355757 41.4177817)",Great Plain Road,,,,
83975930,7018504605,0,660071458,tertiary,,,FALSE,,FALSE,38.58891465,"LINESTRING (-73.4353651 41.4181583, -73.4354737 41.4181538, -73.435655 41.4182045, -73.4356843 41.4182127, -73.4357909 41.4182675)",Great Plain Road,,,,
83975930,83975932,0,660071461,secondary,,,FALSE,,TRUE,97.79483404,"LINESTRING (-73.4353651 41.4181583, -73.4351251 41.4184575, -73.4349051 41.4186838, -73.4347066 41.418885)",Stadley Rough Road,,,,
